,Employer,Address,Positions,Province,NOC,Stream,Incorporate_status,LMIAs,YEAR,PERIOD,NOC_code,NOC_label
22447,Canadian Railing Ltd,"Surrey, BC V3W 1B3",2,British Columbia,9612-Labourers in metal fabrication,Low Wage,Unknown,1,2024,Q1,9612,Labourers in metal fabrication
22448,Canadian Sport Tech Tours,"Fernie, BC V0B 1M0",1,British Columbia,6322-Cooks,Low Wage,Unknown,1,2024,Q1,6322,Cooks
22449,Canaussie Bakers Ltd.,"Burnaby, BC V5B 1S2",1,British Columbia,6332-Bakers,Low Wage,Unknown,1,2024,Q1,6332,Bakers
22450,Cande Bridal Boutique Ltd.,"Kelowna, BC V1Y 2E1",1,British Columbia,"6342-Tailors, dressmakers, furriers and milliners",Low Wage,Unknown,1,2024,Q1,6342,"Tailors, dressmakers, furriers and milliners"
22451,Canton Garden Restaurant (1993) Inc.,"Chilliwack, BC V2P 2N1",1,British Columbia,6322-Cooks,Low Wage,Unknown,1,2024,Q1,6322,Cooks
22452,Canwell Motors Ltd,"Richmond, BC V6X 1A1",1,British Columbia,1241-Administrative assistants,Low Wage,Unknown,1,2024,Q1,1241,Administrative assistants
22453,Capable Construction Ltd.,"Delta, BC V4C 6X4",3,British Columbia,7611-Construction trades helpers and labourers,Low Wage,Unknown,1,2024,Q1,7611,Construction trades helpers and labourers
22454,Capital Steel Ltd,"Burnaby, BC V5G 1W5",3,British Columbia,7611-Construction trades helpers and labourers,Low Wage,Unknown,1,2024,Q1,7611,Construction trades helpers and labourers
22455,Capital Tile & Stone Ltd.,"Surrey, BC V3W 4G1",1,British Columbia,1241-Administrative assistants,Low Wage,Unknown,1,2024,Q1,1241,Administrative assistants
22456,CAPSTONE IMMIGRATION SERVICES LTD.,"Surrey, BC V3W 3A6",1,British Columbia,1241-Administrative assistants,Low Wage,Unknown,1,2024,Q1,1241,Administrative assistants
22457,Captains Oven Pizza Inc,"Surrey, BC V3V 0C6",2,British Columbia,"6711-Food counter attendants, kitchen helpers and related support occupations",Low Wage,Unknown,1,2024,Q1,6711,"Food counter attendants, kitchen helpers and related support occupations"
22458,Cardie Holdings Ltd.,"Victoria, BC V8T 2C5",2,British Columbia,"6562-Estheticians, electrologists and related occupations",Low Wage,Unknown,1,2024,Q1,6562,"Estheticians, electrologists and related occupations"
22459,Care & Company Services Ltd.,"North Saanich, BC V8L 1B8",2,British Columbia,"4412-Home support workers, housekeepers and related occupations",Low Wage,Unknown,1,2024,Q1,4412,"Home support workers, housekeepers and related occupations"
22460,CARELANCE JANITORIAL LTD.,"KAMLOOPS, BC V2C 2A7",7,British Columbia,"6733-Janitors, caretakers and building superintendents",Low Wage,Unknown,1,2024,Q1,6733,"Janitors, caretakers and building superintendents"
22461,Caring Touch Health Care Services Inc.,"maple ridge, BC V2X 3J5",7,British Columbia,"3413-Nurse aides, orderlies and patient service associates",Low Wage,Unknown,4,2024,Q1,3413,"Nurse aides, orderlies and patient service associates"
22462,Carleton Ventures Ltd,"Whistler, BC V8E 1J3",1,British Columbia,1241-Administrative assistants,Low Wage,Unknown,1,2024,Q1,1241,Administrative assistants
22463,Carola's Magic Clean Ltd,"Whistler, BC V8E 0S1",2,British Columbia,6731-Light duty cleaners,Low Wage,Unknown,1,2024,Q1,6731,Light duty cleaners
22464,CARPENTER ENTERPRISES (B.C.) INC,"VICTORIA, BC V9B 1H8",10,British Columbia,6311-Food service supervisors,Low Wage,Unknown,4,2024,Q1,6311,Food service supervisors
22465,Carry On Cleaning Ltd.,"Whistler, BC V8E 0S9",1,British Columbia,6731-Light duty cleaners,Low Wage,Unknown,1,2024,Q1,6731,Light duty cleaners
22466,Cartiz Childcare Ltd,"Port Coquitlam, BC V3B 3N9",1,British Columbia,4214-Early childhood educators and assistants,Low Wage,Unknown,1,2024,Q1,4214,Early childhood educators and assistants
22467,Cassa-Mia's Cleaning Services,"Bridesville, BC V0H 1Y0",2,British Columbia,6731-Light duty cleaners,Low Wage,Unknown,1,2024,Q1,6731,Light duty cleaners
22468,CASSIA NAILS & SPA LTD.,"Delta, BC V4L 2A4",1,British Columbia,"6562-Estheticians, electrologists and related occupations",Low Wage,Unknown,1,2024,Q1,6562,"Estheticians, electrologists and related occupations"
22469,Cat's Coffee & Cake INC.,"Victoria, BC V8W 2E7",2,British Columbia,"6711-Food counter attendants, kitchen helpers and related support occupations",Low Wage,Unknown,1,2024,Q1,6711,"Food counter attendants, kitchen helpers and related support occupations"
22470,Caulfeild Veterinary Hospital LTD,"West Vancouver, BC V7W 3C6",1,British Columbia,3213-Animal health technologists and veterinary technicians,Low Wage,Unknown,1,2024,Q1,3213,Animal health technologists and veterinary technicians
22471,Cavells Restaurants Ltd,"Victoria, BC V8W 3C6",1,British Columbia,6322-Cooks,Low Wage,Unknown,1,2024,Q1,6322,Cooks
22472,CB MISSION ENTERPRISES LTD.,"Mission, BC V2V 7B8",1,British Columbia,6322-Cooks,Low Wage,Unknown,1,2024,Q1,6322,Cooks
22473,CBK Pizza Pizza Ltd,"Cranbrook, BC V1C 3S9",1,British Columbia,6311-Food service supervisors,Low Wage,Unknown,1,2024,Q1,6311,Food service supervisors
22474,CBK Pizza Pizza Ltd,"Cranbrook, BC V1C 3S9",1,British Columbia,6322-Cooks,Low Wage,Unknown,1,2024,Q1,6322,Cooks
22475,CBK Pizza Pizza Ltd,"Cranbrook, BC V1C 3S9",1,British Columbia,"6711-Food counter attendants, kitchen helpers and related support occupations",Low Wage,Unknown,1,2024,Q1,6711,"Food counter attendants, kitchen helpers and related support occupations"
22476,CBN Construction Inc.,"Surrey, BC V3W 5W6",1,British Columbia,7611-Construction trades helpers and labourers,Low Wage,Unknown,1,2024,Q1,7611,Construction trades helpers and labourers
22477,CDE Exteriors Inc.,"Surrey, BC V3S 8B9",1,British Columbia,1414-Receptionists,Low Wage,Unknown,1,2024,Q1,1414,Receptionists
22478,CEDA VENTURES LTD. - 1399058 BRITISH COLUMBIA LTD.,"RICHMOND, BC V7A 1N8",3,British Columbia,"6711-Food counter attendants, kitchen helpers and related support occupations",Low Wage,Unknown,1,2024,Q1,6711,"Food counter attendants, kitchen helpers and related support occupations"
22479,Cedar Hill Homes LTD,"Mission, BC V2V 4S6",3,British Columbia,7611-Construction trades helpers and labourers,Low Wage,Unknown,1,2024,Q1,7611,Construction trades helpers and labourers
22480,Cedar Valley Hospitality LTD,"Mission, BC V2V 1A5",4,British Columbia,"6711-Food counter attendants, kitchen helpers and related support occupations",Low Wage,Unknown,1,2024,Q1,6711,"Food counter attendants, kitchen helpers and related support occupations"
22481,Central Interior Catering and Consulting Ltd,"Prince George, BC V2L 3C3",1,British Columbia,"6711-Food counter attendants, kitchen helpers and related support occupations",Low Wage,Unknown,1,2024,Q1,6711,"Food counter attendants, kitchen helpers and related support occupations"
22482,Centre Plate Fast Foods Inc.,"Kelowna, BC V4T 2E6",2,British Columbia,6311-Food service supervisors,Low Wage,Unknown,1,2024,Q1,6311,Food service supervisors
22483,CENTURY 21 PRUDENTIAL ESTATES,"Richmond, BC V6X 1A1",1,British Columbia,1411-General office support workers,Low Wage,Unknown,1,2024,Q1,1411,General office support workers
22484,CG ELECTRICAL GROUP LTD.,"SURREY, BC V3Z 9P9",2,British Columbia,7612-Other trades helpers and labourers,Low Wage,Unknown,1,2024,Q1,7612,Other trades helpers and labourers
22485,CHAD THAI CORP.,"Burnaby, BC V5C 2H9",2,British Columbia,6322-Cooks,Low Wage,Unknown,1,2024,Q1,6322,Cooks
22486,Chalet Contracting Ltd.,"Sidney, BC V8L 3S3",1,British Columbia,7611-Construction trades helpers and labourers,Low Wage,Unknown,1,2024,Q1,7611,Construction trades helpers and labourers
22487,Chancho Enterprises ltd,"Vancouver, BC V5N 4B2",1,British Columbia,6322-Cooks,Low Wage,Unknown,1,2024,Q1,6322,Cooks
22488,Chand Brothers Hospitality Ltd.,"Cranbrook, BC V1C 3R7",1,British Columbia,6322-Cooks,Low Wage,Unknown,1,2024,Q1,6322,Cooks
22489,Chao Generation Inc.,"Sechelt, BC V0N 3A0",6,British Columbia,6311-Food service supervisors,Low Wage,Unknown,2,2024,Q1,6311,Food service supervisors
22490,CHARAN KAUR INVESTMENT LIMITED,"Vancouver, BC V5Z 2W3",2,British Columbia,"6711-Food counter attendants, kitchen helpers and related support occupations",Low Wage,Unknown,1,2024,Q1,6711,"Food counter attendants, kitchen helpers and related support occupations"
22491,Chase Staffing  Solutions Inc.,"Surrey, BC V3W 3N5",1,British Columbia,1241-Administrative assistants,Low Wage,Unknown,1,2024,Q1,1241,Administrative assistants
22492,CHATORA INDIAN RESTAURANT,"Surrey, BC V3S 4C9",1,British Columbia,6311-Food service supervisors,Low Wage,Unknown,1,2024,Q1,6311,Food service supervisors
22493,CHATORA INDIAN RESTAURANT,"Surrey, BC V3S 4C9",2,British Columbia,"6331-Butchers, meat cutters and fishmongers - retail and wholesale",Low Wage,Unknown,1,2024,Q1,6331,"Butchers, meat cutters and fishmongers - retail and wholesale"
22494,CHEF CG CULINARY CREATIONS INC,"Surrey, BC V4A 3B4",1,British Columbia,6321-Chefs,Low Wage,Unknown,1,2024,Q1,6321,Chefs
22495,Chef Hung Noodle Shop Ltd.,"Richmond, BC V6X 4J7",1,British Columbia,6322-Cooks,Low Wage,Unknown,1,2024,Q1,6322,Cooks
22496,Chef's Global fusion,"Terrace, BC V8G 5R3",1,British Columbia,0631-Restaurant and food service managers,Low Wage,Unknown,1,2024,Q1,0631,Restaurant and food service managers
22497,Cheng Yang Trading Enterprise Ltd.,"Surrey, BC V3W 3N4",1,British Columbia,6322-Cooks,Low Wage,Unknown,1,2024,Q1,6322,Cooks
22498,CHETAN CATERING AND TAKEOUT LTD,"Surrey, BC V3W 2V3",2,British Columbia,6322-Cooks,Low Wage,Unknown,1,2024,Q1,6322,Cooks
22499,Chi Nails (2016) Ltd.,"New Westminster, BC V3L 2B8",2,British Columbia,"6562-Estheticians, electrologists and related occupations",Low Wage,Unknown,1,2024,Q1,6562,"Estheticians, electrologists and related occupations"
22500,Chicken649 Restaurant Inc.,"VICTORIA, BC V8T 4C6",1,British Columbia,6311-Food service supervisors,Low Wage,Unknown,1,2024,Q1,6311,Food service supervisors
22501,Chicken649 Restaurant Inc.,"VICTORIA, BC V8T 4C6",1,British Columbia,6322-Cooks,Low Wage,Unknown,1,2024,Q1,6322,Cooks
22502,Chickenerang Food Ltd.,"Burnaby, BC V3N 4R7",1,British Columbia,6322-Cooks,Low Wage,Unknown,1,2024,Q1,6322,Cooks
22503,Chickenerang Food Ltd.,"Burnaby, BC V3N 4R7",1,British Columbia,"6711-Food counter attendants, kitchen helpers and related support occupations",Low Wage,Unknown,1,2024,Q1,6711,"Food counter attendants, kitchen helpers and related support occupations"
22504,CHICKO CHICKEN LTD.,"COQUITLAM, BC V3E 1J7",1,British Columbia,1411-General office support workers,Low Wage,Unknown,1,2024,Q1,1411,General office support workers
22505,CHICKO CHICKEN LTD.,"COQUITLAM, BC V3E 1J7",1,British Columbia,6311-Food service supervisors,Low Wage,Unknown,1,2024,Q1,6311,Food service supervisors
22506,Chicko Design Ltd.,"Vancouver, BC V6E 1C1",1,British Columbia,6322-Cooks,Low Wage,Unknown,1,2024,Q1,6322,Cooks
22507,Chicko Design Ltd.,"Vancouver, BC V6E 1C1",1,British Columbia,"6711-Food counter attendants, kitchen helpers and related support occupations",Low Wage,Unknown,1,2024,Q1,6711,"Food counter attendants, kitchen helpers and related support occupations"
22508,Children's Club and Art Academy,"Burnaby, BC V5G 2P5",1,British Columbia,4214-Early childhood educators and assistants,Low Wage,Unknown,1,2024,Q1,4214,Early childhood educators and assistants
22509,Chillibowl Lanes Ltd,"Chilliwack, BC V2P 2C7",3,British Columbia,"6722-Operators and attendants in amusement, recreation and sport",Low Wage,Unknown,1,2024,Q1,6722,"Operators and attendants in amusement, recreation and sport"
22510,CHILLIWACK CHILDRENS ACADEMY LTD.,"Chilliwack, BC V2R 3M9",2,British Columbia,4214-Early childhood educators and assistants,Low Wage,Unknown,1,2024,Q1,4214,Early childhood educators and assistants
22511,Chimo Developments Inc.,"Kitimat, BC V8C 1T6",2,British Columbia,"6711-Food counter attendants, kitchen helpers and related support occupations",Low Wage,Unknown,1,2024,Q1,6711,"Food counter attendants, kitchen helpers and related support occupations"
22512,Choice Concrete Ltd,"Surrey, BC V3R 6N4",2,British Columbia,7611-Construction trades helpers and labourers,Low Wage,Unknown,1,2024,Q1,7611,Construction trades helpers and labourers
22513,Chubby FSJ Ltd,"Fort St John, BC V1J 6L5",2,British Columbia,6311-Food service supervisors,Low Wage,Unknown,1,2024,Q1,6311,Food service supervisors
22514,Chuhan Drywall Co,"Abbotsford, BC V2T 5T4",2,British Columbia,7611-Construction trades helpers and labourers,Low Wage,Unknown,1,2024,Q1,7611,Construction trades helpers and labourers
22515,Chungdam Beauty Salon Burnaby Inc.,"Burnaby, BC V3N 4R7",1,British Columbia,6341-Hairstylists and barbers,Low Wage,Unknown,1,2024,Q1,6341,Hairstylists and barbers
22516,CHUTNEY RESTAURANT LTD,"KELOWNA, BC V1Y 1W3",1,British Columbia,"6711-Food counter attendants, kitchen helpers and related support occupations",Low Wage,Unknown,1,2024,Q1,6711,"Food counter attendants, kitchen helpers and related support occupations"
22517,CITIFIED PLANNING & CONSTRUCTION LTD.,"SURREY, BC V3V 6H7",3,British Columbia,7611-Construction trades helpers and labourers,Low Wage,Unknown,1,2024,Q1,7611,Construction trades helpers and labourers
22518,CK Nail Salon Ltd.,"Langley, BC V2Y 1A2",2,British Columbia,"6562-Estheticians, electrologists and related occupations",Low Wage,Unknown,1,2024,Q1,6562,"Estheticians, electrologists and related occupations"
22519,CK Progressive Developments,"Burnaby, BC V3N 1L9",2,British Columbia,7611-Construction trades helpers and labourers,Low Wage,Unknown,1,2024,Q1,7611,Construction trades helpers and labourers
22520,CKM investment ltd,"Vancouver, BC V6E 1M5",1,British Columbia,6322-Cooks,Low Wage,Unknown,1,2024,Q1,6322,Cooks
22521,Clace Holdings Ltd.,"Victoria, BC V8V 3M4",1,British Columbia,"6622-Store shelf stockers, clerks and order fillers",Low Wage,Unknown,1,2024,Q1,6622,"Store shelf stockers, clerks and order fillers"
22522,Clairmont Mechanical Contracting Ltd.,"Surrey, BC V3Z 5T1",2,British Columbia,7611-Construction trades helpers and labourers,Low Wage,Unknown,1,2024,Q1,7611,Construction trades helpers and labourers
22523,Classy Nail & Spa Ltd.,"Chilliwack, BC V2R 5M4",3,British Columbia,"6562-Estheticians, electrologists and related occupations",Low Wage,Unknown,1,2024,Q1,6562,"Estheticians, electrologists and related occupations"
22524,Clean Corp Building Maintenance Ltd.,"Langley, BC V2Y 0V6",2,British Columbia,6731-Light duty cleaners,Low Wage,Unknown,1,2024,Q1,6731,Light duty cleaners
22525,Clean Cuts Barber Shop,"Victoria, BC V8Z 4G2",1,British Columbia,6341-Hairstylists and barbers,Low Wage,Unknown,1,2024,Q1,6341,Hairstylists and barbers
22526,Clear Coast Concrete Ltd.,"Maple Ridge, BC V2X 8W8",1,British Columbia,7611-Construction trades helpers and labourers,Low Wage,Unknown,1,2024,Q1,7611,Construction trades helpers and labourers
22527,Clearbrook Produce Ltd.,"North Vancouver, BC V7J 0A1",1,British Columbia,6513-Food and beverage servers,Low Wage,Unknown,1,2024,Q1,6513,Food and beverage servers
22528,Cliffe Avenue Hospitality Ltd.,"Courtenay, BC V9N 2K6",2,British Columbia,6322-Cooks,Low Wage,Unknown,1,2024,Q1,6322,Cooks
22529,Clifton Enterprises Inc.,"Terrace, BC V8G 1R1",1,British Columbia,6312-Executive housekeepers,Low Wage,Unknown,1,2024,Q1,6312,Executive housekeepers
22530,Cloverdale Country Farms Inc.,"Surrey, BC V3S 3X4",1,British Columbia,6211-Retail sales supervisors,Low Wage,Unknown,1,2024,Q1,6211,Retail sales supervisors
22531,Cloverdale Form Rentals 2022 Ltd.,"Surrey, BC V4N 0B2",2,British Columbia,"9619-Other labourers in processing, manufacturing and utilities",Low Wage,Unknown,1,2024,Q1,9619,"Other labourers in processing, manufacturing and utilities"
22532,CML Food Group Inc.,"TERRACE, BC V8G 1R5",1,British Columbia,"6711-Food counter attendants, kitchen helpers and related support occupations",Low Wage,Unknown,1,2024,Q1,6711,"Food counter attendants, kitchen helpers and related support occupations"
22533,CMP NAILS & ESTHETICS CORP.,"MAPLE RIDGE, BC V2W 0J7",2,British Columbia,"6562-Estheticians, electrologists and related occupations",Low Wage,Unknown,1,2024,Q1,6562,"Estheticians, electrologists and related occupations"
22534,Coal Harbour Restaurant Inc.,"Vancouver, BC V6G 3E7",1,British Columbia,6322-Cooks,Low Wage,Unknown,1,2024,Q1,6322,Cooks
22535,Coal Harbour Restaurant Inc.,"Vancouver, BC V6G 3E7",2,British Columbia,"6711-Food counter attendants, kitchen helpers and related support occupations",Low Wage,Unknown,1,2024,Q1,6711,"Food counter attendants, kitchen helpers and related support occupations"
22536,Coast Distillery Ltd. o/a 101 Brewhouse & Distillery,"Gibsons, BC V0N 1V8",1,British Columbia,6311-Food service supervisors,Low Wage,Unknown,1,2024,Q1,6311,Food service supervisors
22537,Coast Mountain Chevrolet Buick GMC LTD.,"Smithers, BC V0J 2N0",1,British Columbia,7535-Other automotive mechanical installers and servicers,Low Wage,Unknown,1,2024,Q1,7535,Other automotive mechanical installers and servicers
22538,Coast Restaurant Ltd,"Vancouver, BC V6E 1A3",4,British Columbia,6322-Cooks,Low Wage,Unknown,4,2024,Q1,6322,Cooks
22539,Coast Restaurant Ltd,"Vancouver, BC V6E 1A3",2,British Columbia,"6711-Food counter attendants, kitchen helpers and related support occupations",Low Wage,Unknown,1,2024,Q1,6711,"Food counter attendants, kitchen helpers and related support occupations"
22540,COAST TO COAST MOBILE TRUCK & TRAILER REPAIR LTD.,"abbotsford, BC V3G 2Z7",2,British Columbia,7612-Other trades helpers and labourers,Low Wage,Unknown,1,2024,Q1,7612,Other trades helpers and labourers
22541,Coast Truck & Trailer Repair Ltd.,"Surrey, BC V3W 3E8",1,British Columbia,1311-Accounting technicians and bookkeepers,Low Wage,Unknown,1,2024,Q1,1311,Accounting technicians and bookkeepers
22542,Coast Truck & Trailer Repair Ltd.,"Surrey, BC V3W 3E8",1,British Columbia,7612-Other trades helpers and labourers,Low Wage,Unknown,1,2024,Q1,7612,Other trades helpers and labourers
22543,Cobrafer Construction Ltd.,"Britannia Beach, BC V0N 1J0",1,British Columbia,1414-Receptionists,Low Wage,Unknown,1,2024,Q1,1414,Receptionists
22544,Coko BBQ Corp.,"COQUITLAM, BC V3K 3V8",1,British Columbia,"6711-Food counter attendants, kitchen helpers and related support occupations",Low Wage,Unknown,1,2024,Q1,6711,"Food counter attendants, kitchen helpers and related support occupations"
22545,Colima Masonry and Paving Ltd,"Vancouver, BC V5L 2M6",1,British Columbia,2225-Landscape and horticulture technicians and specialists,Low Wage,Unknown,1,2024,Q1,2225,Landscape and horticulture technicians and specialists
22546,Collins Manufacturing Co. Ltd.,"Langley, BC V1M 2X7",8,British Columbia,9612-Labourers in metal fabrication,Low Wage,Unknown,1,2024,Q1,9612,Labourers in metal fabrication
22547,Colonial Countertops Ltd.,"Victoria, BC V8Z 1B2",1,British Columbia,6211-Retail sales supervisors,Low Wage,Unknown,1,2024,Q1,6211,Retail sales supervisors
22548,Colour Perfect Painting Ltd.,"Victoria, BC V8P 2V8",2,British Columbia,7294-Painters and decorators (except interior decorators),Low Wage,Unknown,1,2024,Q1,7294,Painters and decorators (except interior decorators)
22549,Columbine Food Services Inc,"Revelstoke, BC V0E 2S0",5,British Columbia,"6711-Food counter attendants, kitchen helpers and related support occupations",Low Wage,Unknown,1,2024,Q1,6711,"Food counter attendants, kitchen helpers and related support occupations"
22550,Columbus Meat Market Ltd,"Vancouver, BC V5L 4T6",1,British Columbia,6322-Cooks,Low Wage,Unknown,1,2024,Q1,6322,Cooks
22551,Columbus Meat Market Ltd,"Vancouver, BC V5L 4T6",2,British Columbia,"6331-Butchers, meat cutters and fishmongers - retail and wholesale",Low Wage,Unknown,2,2024,Q1,6331,"Butchers, meat cutters and fishmongers - retail and wholesale"
22552,Comox Taxi Ltd,"Courtenay, BC V9N 3S1",2,British Columbia,1525-Dispatchers,Low Wage,Unknown,1,2024,Q1,1525,Dispatchers
22553,Confluence Climbing and Fitness Ltd,"Golden, BC V0A 1H2",1,British Columbia,1241-Administrative assistants,Low Wage,Unknown,1,2024,Q1,1241,Administrative assistants
22554,Conkeira Holdings Ltd. o/a Tim Hortons,"Victoria, BC V8X 5B5",1,British Columbia,0631-Restaurant and food service managers,Low Wage,Unknown,1,2024,Q1,0631,Restaurant and food service managers
22555,Conkeira Holdings Ltd. o/a Tim Hortons,"Victoria, BC V8X 5B5",2,British Columbia,6311-Food service supervisors,Low Wage,Unknown,2,2024,Q1,6311,Food service supervisors
22556,Conkeira Holdings Ltd. o/a Tim Hortons,"Victoria, BC V8X 5B5",8,British Columbia,"6711-Food counter attendants, kitchen helpers and related support occupations",Low Wage,Unknown,1,2024,Q1,6711,"Food counter attendants, kitchen helpers and related support occupations"
22557,COOGEE INTERNATIONAL CORP.,"Coquitlam,, BC V3H 4E2",1,British Columbia,6322-Cooks,Low Wage,Unknown,1,2024,Q1,6322,Cooks
22558,COOGEE INTERNATIONAL CORP.,"Coquitlam,, BC V3H 4E2",1,British Columbia,"6711-Food counter attendants, kitchen helpers and related support occupations",Low Wage,Unknown,1,2024,Q1,6711,"Food counter attendants, kitchen helpers and related support occupations"
22559,Copper Resort Inc,"Invermere, BC V0A 1K2",1,British Columbia,6312-Executive housekeepers,Low Wage,Unknown,1,2024,Q1,6312,Executive housekeepers
22560,Copper Resort Inc,"Invermere, BC V0A 1K2",2,British Columbia,6322-Cooks,Low Wage,Unknown,1,2024,Q1,6322,Cooks
22561,Coppersmith Enterprises Ltd,"Richmond, BC V7A 5J5",1,British Columbia,6311-Food service supervisors,Low Wage,Unknown,1,2024,Q1,6311,Food service supervisors
22562,Coppersmith Enterprises Ltd,"Richmond, BC V7A 5J5",1,British Columbia,"6711-Food counter attendants, kitchen helpers and related support occupations",Low Wage,Unknown,1,2024,Q1,6711,"Food counter attendants, kitchen helpers and related support occupations"
22563,Corinthian Distributors Ltd.,"Burnaby, BC V5J 0E5",1,British Columbia,6211-Retail sales supervisors,Low Wage,Unknown,1,2024,Q1,6211,Retail sales supervisors
22564,Cosmopolitan Health Group Ltd,"VANCOUVER, BC V6E 1C6",1,British Columbia,"6562-Estheticians, electrologists and related occupations",Low Wage,Unknown,1,2024,Q1,6562,"Estheticians, electrologists and related occupations"
22565,Costa's Flooring Guys LTD,"Coquitlam, BC V3E 3G8",2,British Columbia,7295-Floor covering installers,Low Wage,Unknown,1,2024,Q1,7295,Floor covering installers
22566,Covenant Kids Christian Daycare,"Langley, BC V2Y 1T2",1,British Columbia,4214-Early childhood educators and assistants,Low Wage,Unknown,1,2024,Q1,4214,Early childhood educators and assistants
22567,Cowichan Bay Bakehouse,"Cowichan Bay, BC V0R 1N0",2,British Columbia,6332-Bakers,Low Wage,Unknown,2,2024,Q1,6332,Bakers
22568,CR food services ltd.,"Campbell River, BC V9W 8C9",1,British Columbia,0631-Restaurant and food service managers,Low Wage,Unknown,1,2024,Q1,0631,Restaurant and food service managers
22569,CR food services ltd.,"Campbell River, BC V9W 8C9",1,British Columbia,6311-Food service supervisors,Low Wage,Unknown,1,2024,Q1,6311,Food service supervisors
22570,Cre8tive Nail Spa Ltd.,"Abbotsford, BC V2T 2Y6",2,British Columbia,"6562-Estheticians, electrologists and related occupations",Low Wage,Unknown,1,2024,Q1,6562,"Estheticians, electrologists and related occupations"
22571,Creixams Food Enterprises Ltd,"Vancouver, BC V6Z 1L4",2,British Columbia,6322-Cooks,Low Wage,Unknown,1,2024,Q1,6322,Cooks
22572,CRESCENT MOON ENTERPRISES LTD,"Whistler, BC V0N 1B4",1,British Columbia,6211-Retail sales supervisors,Low Wage,Unknown,1,2024,Q1,6211,Retail sales supervisors
22573,Crest Management Ltd,"Prince Rupert, BC V8J 1A8",2,British Columbia,6316-Other services supervisors,Low Wage,Unknown,1,2024,Q1,6316,Other services supervisors
22574,Crest Management Ltd,"Prince Rupert, BC V8J 1A8",3,British Columbia,6322-Cooks,Low Wage,Unknown,2,2024,Q1,6322,Cooks
22575,Crest Management Ltd,"Prince Rupert, BC V8J 1A8",7,British Columbia,6731-Light duty cleaners,Low Wage,Unknown,1,2024,Q1,6731,Light duty cleaners
22576,Creston Cab Company Inc.,"Castlegar, BC V1N 4X4",4,British Columbia,7513-Taxi and limousine drivers and chauffeurs,Low Wage,Unknown,2,2024,Q1,7513,Taxi and limousine drivers and chauffeurs
22577,CRISPY FALAFEL INC,"Surrey, BC V4P 1H5",1,British Columbia,6311-Food service supervisors,Low Wage,Unknown,1,2024,Q1,6311,Food service supervisors
22578,Crocus Food Services Inc.,"Fernie, BC V0B 1M0",1,British Columbia,6322-Cooks,Low Wage,Unknown,1,2024,Q1,6322,Cooks
22579,Cross the road restaurants Ltd,"vancouver, BC V6A 1X4",1,British Columbia,6322-Cooks,Low Wage,Unknown,1,2024,Q1,6322,Cooks
22580,CROWN BUILDING SUPPLIES LTD.,"Surrey, BC V3W 4M7",5,British Columbia,7452-Material handlers,Low Wage,Unknown,1,2024,Q1,7452,Material handlers
22581,CRP Education Limited DBA CEFA Fleetwood,"Surrey, BC V4N 0G3",3,British Columbia,4214-Early childhood educators and assistants,Low Wage,Unknown,3,2024,Q1,4214,Early childhood educators and assistants
22582,crystal nails,"langley, BC V3A 3Y6",4,British Columbia,"6562-Estheticians, electrologists and related occupations",Low Wage,Unknown,1,2024,Q1,6562,"Estheticians, electrologists and related occupations"
22583,Cuevas Holdings Inc.,"Port Moody, BC V3H 1Y6",1,British Columbia,6322-Cooks,Low Wage,Unknown,1,2024,Q1,6322,Cooks
22584,Curry Den Restaurant Inc.,"Richmond, BC V6X 1Z7",2,British Columbia,6322-Cooks,Low Wage,Unknown,1,2024,Q1,6322,Cooks
22585,Curry Sensation Restaurant Inc,"Surrey, BC V3Z 0R5",2,British Columbia,6321-Chefs,Low Wage,Unknown,1,2024,Q1,6321,Chefs
22586,Cut Rite Meats & Deli Ltd,"Nakusp, BC V0G 1R0",2,British Columbia,"6711-Food counter attendants, kitchen helpers and related support occupations",Low Wage,Unknown,1,2024,Q1,6711,"Food counter attendants, kitchen helpers and related support occupations"
22587,CYLAND ENTERTAINMENT LTD,"Burnaby, BC V5C 3Z2",4,British Columbia,6322-Cooks,Low Wage,Unknown,4,2024,Q1,6322,Cooks
22588,D & R ENTERPRISES LTD.,"Delta, BC V4C 7A2",1,British Columbia,"6711-Food counter attendants, kitchen helpers and related support occupations",Low Wage,Unknown,1,2024,Q1,6711,"Food counter attendants, kitchen helpers and related support occupations"
22589,DA Metro Holdings Ltd,"Burnaby, BC V5J 4K2",1,British Columbia,"6711-Food counter attendants, kitchen helpers and related support occupations",Low Wage,Unknown,1,2024,Q1,6711,"Food counter attendants, kitchen helpers and related support occupations"
22590,Daebak Tavern Ltd.,"Burnaby, BC V3N 1B5",1,British Columbia,6311-Food service supervisors,Low Wage,Unknown,1,2024,Q1,6311,Food service supervisors
22591,Daebak Tavern Ltd.,"Burnaby, BC V3N 1B5",1,British Columbia,6322-Cooks,Low Wage,Unknown,1,2024,Q1,6322,Cooks
22592,DAKE SUSHI LTD.,"Abbotsford, BC V2T 4S6",2,British Columbia,6322-Cooks,Low Wage,Unknown,2,2024,Q1,6322,Cooks
22593,DAKE SUSHI LTD.,"Abbotsford, BC V2T 4S6",1,British Columbia,"6711-Food counter attendants, kitchen helpers and related support occupations",Low Wage,Unknown,1,2024,Q1,6711,"Food counter attendants, kitchen helpers and related support occupations"
